Q1,Q2,Q3,Q4,Q5,Q6_encoded,Avg_EAR,Std_EAR,Avg_MAR,Std_MAR,Positive_Percent,Neutral_Percent,Negative_Percent,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Comp
Never,Sometimes,Rarely,Sometimes,Sometimes,1.0271062708820318,0.2978,0.0259,0.1434,0.0155,38.06,33.26,28.68,0.0,0.94,0.06,-0.1827
Sometimes,Rarely,Sometimes,Often,Often,1.1394916078476913,0.3132,0.0182,0.0912,0.0135,16.35,66.86,16.79,0.1,0.9,0.0,0.2811
Rarely,Sometimes,Rarely,Often,Sometimes,1.2291598597051463,0.3117,0.0168,0.1654,0.0192,29.89,70.11,0.0,0.0,0.94,0.06,-0.173
Often,Often,Often,Rarely,Rarely,3.2121035913306537,0.2619,0.0127,0.1663,0.0195,4.78,46.56,48.66,0.0,0.65,0.35,-0.9926
Often,Often,Rarely,Rarely,Sometimes,2.156645106701018,0.251,0.0176,0.1216,0.0146,24.41,51.22,24.37,0.05,0.95,0.0,0.149
Sometimes,Sometimes,Often,Sometimes,Often,1.2452307966240146,0.2319,0.0254,0.1808,0.0102,34.38,63.38,2.24,0.22,0.78,0.0,0.6329
Sometimes,Often,Often,Often,Often,2.4413351332436735,0.2778,0.0204,0.1653,0.0162,20.55,68.71,10.74,0.0,0.84,0.16,-0.4661
Often,Often,Often,Rarely,Rarely,2.8646026968927742,0.2388,0.0277,0.0964,0.0179,21.26,48.26,30.48,0.0,0.87,0.13,-0.3572
Sometimes,Never,Rarely,Often,Often,1.090496002934135,0.2553,0.0145,0.1271,0.0102,53.12,34.64,12.24,0.2,0.8,0.0,0.5799
Sometimes,Rarely,Often,Often,Often,1.654196406101406,0.2411,0.016,0.1502,0.0121,30.55,26.04,43.42,0.01,0.99,0.0,0.0225
Never,Never,Rarely,Always,Often,0.4875443733477902,0.3006,0.0102,0.0501,0.0128,44.87,25.89,29.24,0.14,0.86,0.0,0.3879
Rarely,Rarely,Sometimes,Often,Often,0.7245973981387213,0.3217,0.0123,0.0656,0.0126,12.5,87.5,0.0,0.33,0.67,0.0,0.9472
Sometimes,Often,Always,Rarely,Rarely,2.7244714158599312,0.3006,0.0287,0.1919,0.0158,5.72,76.76,17.52,0.0,0.82,0.18,-0.5083
Rarely,Never,Never,Often,Always,0.7257533907825078,0.2642,0.0243,0.0942,0.0165,24.44,53.3,22.26,0.26,0.74,0.0,0.7529
Sometimes,Rarely,Rarely,Rarely,Sometimes,2.1006535346682407,0.2889,0.0241,0.1533,0.0129,19.23,61.38,19.39,0.0,0.97,0.03,-0.0892
Sometimes,Sometimes,Often,Rarely,Never,2.8361850468897307,0.3329,0.0105,0.1053,0.0166,6.4,55.53,38.07,0.0,0.96,0.04,-0.1207
Rarely,Never,Never,Always,Always,0.42750769237897535,0.389,0.0229,0.1337,0.0163,22.8,77.2,0.0,0.24,0.76,0.0,0.6876
Sometimes,Sometimes,Sometimes,Sometimes,Often,2.269248878515614,0.3245,0.0264,0.0712,0.0116,7.14,73.23,19.63,0.0,0.84,0.16,-0.4432
Rarely,Sometimes,Rarely,Sometimes,Sometimes,1.026251134805455,0.306,0.0116,0.1229,0.0121,41.8,44.77,13.43,0.15,0.85,0.0,0.4341
Always,Always,Always,Rarely,Never,3.851707500950319,0.2899,0.0169,0.1377,0.0122,19.65,47.71,32.63,0.0,0.97,0.03,-0.0766
Sometimes,Often,Rarely,Rarely,Sometimes,1.934182586879699,0.3993,0.0132,0.1681,0.0182,17.18,82.82,0.0,0.02,0.98,0.0,0.0606
Often,Often,Often,Sometimes,Sometimes,3.2239701991006324,0.3221,0.0219,0.1373,0.019,0.0,59.99,40.01,0.05,0.95,0.0,0.1355
Often,Often,Sometimes,Sometimes,Sometimes,2.200906168625047,0.3378,0.0179,0.1322,0.0131,14.43,65.73,19.84,0.0,0.88,0.12,-0.3523
Never,Never,Rarely,Always,Always,0.17365013141927665,0.3296,0.0235,0.1669,0.0165,30.21,69.79,0.0,0.26,0.74,0.0,0.7337
Often,Often,Often,Rarely,Sometimes,2.5326055023760894,0.3205,0.0192,0.1033,0.0191,28.64,42.62,28.74,0.0,0.87,0.13,-0.3587
Always,Always,Often,Never,Rarely,3.805613368826628,0.2532,0.0228,0.1543,0.0148,0.0,38.13,61.87,0.0,0.87,0.13,-0.3626
Often,Often,Often,Sometimes,Rarely,2.4064472805853248,0.3097,0.0188,0.1415,0.0103,10.33,53.08,36.59,0.11,0.89,0.0,0.3199
Often,Sometimes,Always,Rarely,Rarely,3.276755437707161,0.256,0.0133,0.1281,0.0156,22.58,36.44,40.97,0.0,0.81,0.19,-0.5309
Always,Often,Often,Never,Never,3.536825853393631,0.2794,0.0112,0.1365,0.0134,0.0,41.71,58.29,0.0,0.89,0.11,-0.3195
Rarely,Rarely,Never,Often,Always,0.9123190877957299,0.3252,0.0121,0.174,0.0131,26.69,66.97,6.34,0.1,0.9,0.0,0.2991
Rarely,Rarely,Rarely,Always,Always,0.8481793596329066,0.3603,0.0249,0.1359,0.0113,42.18,21.22,36.59,0.28,0.72,0.0,0.7937
Often,Sometimes,Sometimes,Sometimes,Rarely,2.443923955403967,0.2517,0.0204,0.1222,0.0186,20.51,67.95,11.54,0.0,0.92,0.08,-0.2394
Sometimes,Rarely,Rarely,Often,Often,1.6441138792268188,0.2602,0.0199,0.0943,0.0103,45.46,46.93,7.61,0.18,0.82,0.0,0.525
Always,Sometimes,Often,Rarely,Never,3.3594452114668814,0.3347,0.0227,0.079,0.0143,14.32,62.95,22.73,0.0,0.75,0.25,-0.7186
Often,Always,Often,Rarely,Rarely,3.6000924935920446,0.2985,0.0143,0.1886,0.0183,6.06,45.86,48.08,0.0,0.78,0.22,-0.6273
Rarely,Sometimes,Sometimes,Often,Sometimes,1.4136855172108724,0.3693,0.0213,0.0975,0.0183,39.68,40.18,20.13,0.0,0.91,0.09,-0.2682
Sometimes,Rarely,Rarely,Sometimes,Often,0.9474822358979282,0.262,0.0107,0.104,0.0111,37.13,59.49,3.38,0.28,0.72,0.0,0.7929
Often,Always,Always,Rarely,Rarely,3.1221020609754473,0.2116,0.0173,0.1538,0.0167,7.03,67.65,25.33,0.0,0.76,0.24,-0.6994
Rarely,Rarely,Rarely,Often,Always,1.0992241421925444,0.2999,0.0172,0.1097,0.0148,37.72,35.69,26.6,0.12,0.88,0.0,0.3317
Often,Often,Always,Rarely,Rarely,3.2904572740547136,0.295,0.0196,0.1042,0.0194,28.84,11.85,59.31,0.03,0.97,0.0,0.0988
Often,Rarely,Rarely,Sometimes,Often,1.6949530145950513,0.2768,0.0244,0.1173,0.0133,0.62,71.45,27.92,0.0,0.83,0.17,-0.4772
Often,Often,Often,Rarely,Rarely,2.670199597165882,0.2855,0.0218,0.077,0.0173,16.83,49.11,34.06,0.0,0.77,0.23,-0.6582
Rarely,Never,Never,Always,Always,0.3821412553386727,0.3812,0.0157,0.1057,0.0165,29.11,57.23,13.66,0.06,0.94,0.0,0.1817
Often,Sometimes,Often,Sometimes,Sometimes,2.495437298706292,0.2533,0.0128,0.0973,0.0153,4.84,90.49,4.66,0.08,0.92,0.0,0.2404
Often,Rarely,Sometimes,Sometimes,Rarely,1.8070707149489165,0.2519,0.0213,0.1079,0.014,34.51,38.05,27.44,0.05,0.95,0.0,0.1381
Sometimes,Sometimes,Often,Sometimes,Sometimes,2.3464338527018964,0.2925,0.0101,0.0925,0.0181,30.38,59.4,10.22,0.22,0.78,0.0,0.6317
Rarely,Never,Never,Often,Often,0.6720568309794537,0.3147,0.0121,0.0718,0.0105,28.29,71.71,0.0,0.28,0.72,0.0,0.8001
Often,Often,Sometimes,Rarely,Rarely,2.9474949797767285,0.3106,0.0157,0.138,0.0173,21.61,48.33,30.06,0.0,0.65,0.35,-1.0
Often,Often,Always,Never,Never,3.451188310172914,0.2785,0.0267,0.1855,0.0115,5.45,64.96,29.59,0.0,0.65,0.35,-0.9999
Rarely,Rarely,Never,Often,Always,0.8669592003631026,0.2677,0.0281,0.1002,0.0113,39.69,37.21,23.09,0.14,0.86,0.0,0.4044
Never,Never,Rarely,Always,Always,0.3828582220806469,0.3326,0.0208,0.1111,0.0157,23.29,76.71,0.0,0.27,0.73,0.0,0.7581
Rarely,Never,Never,Often,Always,0.09455434418534558,0.2961,0.0108,0.0861,0.0151,34.53,65.47,0.0,0.18,0.82,0.0,0.5228
Often,Sometimes,Sometimes,Rarely,Rarely,2.567886001773064,0.3065,0.0218,0.0731,0.0163,2.81,57.13,40.06,0.0,0.72,0.28,-0.8066
Sometimes,Sometimes,Often,Rarely,Never,2.428376144355123,0.2834,0.0273,0.1235,0.0107,17.04,61.21,21.75,0.11,0.89,0.0,0.3275
Rarely,Sometimes,Sometimes,Rarely,Rarely,2.18678965085628,0.3085,0.0202,0.0895,0.0134,16.27,66.19,17.54,0.0,0.85,0.15,-0.4241
Never,Rarely,Rarely,Often,Often,0.9277883844639017,0.3208,0.0239,0.0915,0.0184,48.12,51.88,0.0,0.13,0.87,0.0,0.3651
Rarely,Rarely,Rarely,Often,Sometimes,1.5636239836220587,0.3185,0.0189,0.131,0.0122,57.52,18.55,23.93,0.0,0.95,0.05,-0.139
Sometimes,Rarely,Sometimes,Sometimes,Rarely,2.377905340744692,0.3409,0.021,0.0733,0.0124,25.7,31.78,42.52,0.08,0.92,0.0,0.222
Sometimes,Rarely,Sometimes,Sometimes,Often,1.9870674354366775,0.3256,0.0239,0.0846,0.0178,9.99,70.5,19.51,0.0,0.99,0.01,-0.0235
Always,Always,Often,Rarely,Never,3.951142080859549,0.3526,0.0247,0.1465,0.0197,28.84,13.28,57.88,0.0,0.65,0.35,-1.0
Never,Never,Never,Often,Often,0.5457590102269325,0.3161,0.0161,0.1224,0.014,20.48,45.53,33.99,0.23,0.77,0.0,0.6435
Often,Often,Often,Rarely,Rarely,2.780578216190375,0.366,0.0207,0.1461,0.012,8.64,54.3,37.06,0.0,0.95,0.05,-0.1421
Rarely,Sometimes,Rarely,Sometimes,Often,1.6172750724171685,0.3571,0.0158,0.0068,0.0127,40.02,40.79,19.18,0.0,0.96,0.04,-0.1206
Rarely,Rarely,Rarely,Sometimes,Sometimes,1.712798459702459,0.3092,0.0238,0.1423,0.0121,21.94,74.94,3.12,0.11,0.89,0.0,0.3198
Sometimes,Sometimes,Often,Sometimes,Rarely,2.870391062632705,0.2993,0.0185,0.1975,0.0131,0.0,78.66,21.34,0.0,0.72,0.28,-0.8024
Often,Sometimes,Often,Never,Rarely,2.7697446052974786,0.2808,0.017,0.1533,0.0147,0.0,71.75,28.25,0.04,0.96,0.0,0.1076
Always,Always,Always,Never,Rarely,3.9650239748087532,0.2593,0.0215,0.1219,0.0197,0.0,37.18,62.82,0.0,0.68,0.32,-0.9071
Never,Never,Sometimes,Often,Always,0.5135771578165009,0.3312,0.0267,0.1543,0.0192,54.3,41.21,4.5,0.3,0.7,0.0,0.8439
Rarely,Never,Never,Often,Often,0.41643859753666534,0.3317,0.0184,0.1504,0.0141,34.14,65.86,0.0,0.35,0.65,0.0,1.0
Often,Often,Often,Rarely,Sometimes,2.8973552685149646,0.3009,0.0193,0.1679,0.0165,22.04,59.84,18.12,0.0,0.84,0.16,-0.4493
Sometimes,Sometimes,Sometimes,Rarely,Rarely,2.3135476680256364,0.3599,0.0284,0.1226,0.0128,0.0,92.25,7.75,0.26,0.74,0.0,0.7495
Rarely,Rarely,Sometimes,Often,Often,1.0966426662392235,0.2555,0.0141,0.189,0.0117,32.79,59.28,7.93,0.09,0.91,0.0,0.2648
Never,Never,Never,Always,Often,0.3176774759559464,0.2868,0.0234,0.1121,0.0178,14.25,79.77,5.98,0.0,0.99,0.01,-0.0297
Never,Rarely,Never,Often,Often,0.34263299838572214,0.3301,0.0213,0.0848,0.017,51.9,43.62,4.48,0.15,0.85,0.0,0.4245
Sometimes,Often,Often,Never,Never,3.576763498656473,0.3073,0.0265,0.146,0.0155,19.32,27.06,53.62,0.0,0.85,0.15,-0.4402
Rarely,Rarely,Never,Always,Often,0.7674692988749716,0.4316,0.0209,0.1016,0.0198,33.57,49.19,17.24,0.03,0.97,0.0,0.0831
Rarely,Sometimes,Rarely,Often,Always,1.293486248462083,0.282,0.0155,0.1093,0.0182,59.9,17.29,22.81,0.03,0.97,0.0,0.0978
Never,Sometimes,Never,Always,Often,0.9066256089079521,0.3985,0.0166,0.0689,0.0183,45.29,36.38,18.33,0.28,0.72,0.0,0.7998
Rarely,Rarely,Sometimes,Sometimes,Often,1.4199852233277492,0.3225,0.0271,0.0888,0.0196,31.33,54.66,14.01,0.0,0.99,0.01,-0.0335
Rarely,Never,Never,Always,Always,0.27769537098437347,0.3256,0.0132,0.1306,0.0184,33.06,64.57,2.37,0.25,0.75,0.0,0.7124
Often,Sometimes,Rarely,Often,Sometimes,2.0762391636330815,0.357,0.0221,0.1747,0.0143,32.47,44.35,23.18,0.03,0.97,0.0,0.0823
Never,Never,Never,Always,Often,0.2704502543688596,0.3737,0.0249,0.1453,0.0143,41.8,58.2,0.0,0.35,0.65,0.0,1.0
Often,Always,Often,Rarely,Rarely,3.2014260312894463,0.3837,0.0124,0.1886,0.0162,20.27,31.47,48.27,0.0,0.75,0.25,-0.7134
Rarely,Rarely,Never,Often,Often,0.9348483276417321,0.3096,0.0297,0.1295,0.015,11.87,87.31,0.82,0.3,0.7,0.0,0.8667
Sometimes,Sometimes,Rarely,Sometimes,Often,2.1600476584180424,0.2612,0.0189,0.0933,0.0117,24.57,27.79,47.63,0.0,0.98,0.02,-0.0689
Often,Often,Often,Never,Never,3.520316350245833,0.2966,0.0255,0.1439,0.0176,0.0,50.45,49.55,0.0,0.72,0.28,-0.7989
Sometimes,Often,Sometimes,Sometimes,Rarely,2.6035094761887767,0.3146,0.0195,0.123,0.0148,0.0,54.84,45.16,0.0,0.82,0.18,-0.5021
Sometimes,Often,Often,Rarely,Sometimes,2.131831146205341,0.2854,0.0138,0.0793,0.0156,5.4,54.22,40.38,0.05,0.95,0.0,0.1455
Rarely,Never,Sometimes,Often,Sometimes,1.2973350124615024,0.3749,0.0149,0.0569,0.0149,34.45,41.56,23.99,0.0,0.93,0.07,-0.1972
Never,Rarely,Rarely,Often,Often,1.3320076522327917,0.3138,0.0211,0.0845,0.0105,19.26,77.11,3.63,0.0,0.93,0.07,-0.2061
Sometimes,Often,Often,Rarely,Rarely,2.6779478207927605,0.3225,0.0224,0.1394,0.015,17.82,39.94,42.24,0.0,0.96,0.04,-0.1055
Often,Always,Always,Never,Never,3.97655744488467,0.297,0.0229,0.1879,0.0122,0.0,31.5,68.5,0.0,0.87,0.13,-0.3716
Often,Sometimes,Sometimes,Rarely,Sometimes,2.6473567593975145,0.3327,0.0299,0.1225,0.0197,24.96,28.71,46.33,0.0,0.93,0.07,-0.2133
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.2311336694800996,0.2488,0.0147,0.1089,0.0158,0.0,61.65,38.35,0.0,0.94,0.06,-0.1832
Always,Sometimes,Often,Rarely,Rarely,2.9226020409569844,0.2873,0.023,0.1096,0.0104,28.91,34.38,36.71,0.0,0.69,0.31,-0.8998
Sometimes,Sometimes,Sometimes,Sometimes,Often,1.8608224491348726,0.2513,0.0283,0.1416,0.0139,14.89,66.39,18.72,0.3,0.7,0.0,0.8598
Rarely,Never,Never,Always,Often,0.24056937040314086,0.2516,0.018,0.1477,0.0137,23.32,76.68,0.0,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Rarely,Often,2.2491872635116392,0.3137,0.022,0.1473,0.0113,15.59,52.25,32.17,0.09,0.91,0.0,0.2673
Always,Always,Always,Never,Rarely,3.830501138021521,0.1845,0.0278,0.1931,0.012,0.0,55.49,44.51,0.0,0.79,0.21,-0.6015
Sometimes,Never,Never,Always,Always,0.7012117694306386,0.3916,0.0101,0.1455,0.0155,14.46,67.74,17.8,0.06,0.94,0.0,0.1584
Sometimes,Sometimes,Always,Rarely,Rarely,2.760019563282663,0.3718,0.0177,0.1168,0.0146,11.12,40.51,48.37,0.0,0.83,0.17,-0.4833
Never,Never,Rarely,Often,Always,0.8037347546362259,0.2717,0.02,0.1651,0.0135,35.04,43.62,21.34,0.28,0.72,0.0,0.8068
Sometimes,Sometimes,Sometimes,Often,Never,2.143310737892325,0.2825,0.0242,0.0825,0.0159,19.57,58.2,22.23,0.0,0.89,0.11,-0.3032
Sometimes,Never,Never,Always,Always,0.3867057985868785,0.3496,0.0278,0.1691,0.0131,32.98,67.02,0.0,0.26,0.74,0.0,0.7318
Sometimes,Sometimes,Sometimes,Sometimes,Often,1.8014837450327406,0.228,0.013,0.1309,0.0176,22.72,51.78,25.5,0.02,0.98,0.0,0.0493
Always,Often,Often,Rarely,Rarely,3.0246533155809843,0.3056,0.03,0.1062,0.0141,8.96,44.42,46.62,0.0,0.92,0.08,-0.2148
Sometimes,Rarely,Sometimes,Often,Often,1.3902860969559283,0.2861,0.0198,0.0834,0.0166,18.48,36.79,44.73,0.13,0.87,0.0,0.3718
Often,Often,Often,Rarely,Rarely,2.659646897948872,0.3201,0.0252,0.1669,0.0132,47.63,25.19,27.17,0.0,0.85,0.15,-0.4214
Always,Often,Often,Rarely,Rarely,3.1817998431589167,0.3265,0.0194,0.103,0.0165,0.0,72.48,27.52,0.0,0.92,0.08,-0.2272
Always,Always,Often,Never,Rarely,3.7087112779178106,0.1952,0.0122,0.1604,0.0121,19.33,28.73,51.94,0.0,0.74,0.26,-0.7509
Never,Rarely,Rarely,Often,Often,0.9385683274218142,0.2782,0.0213,0.1436,0.0103,35.8,60.01,4.18,0.23,0.77,0.0,0.6536
Sometimes,Rarely,Rarely,Sometimes,Sometimes,1.5972636632372326,0.2969,0.0213,0.1122,0.0184,0.0,72.61,27.39,0.03,0.97,0.0,0.0981
Rarely,Rarely,Rarely,Often,Often,0.6096640533216697,0.365,0.027,0.1095,0.0133,19.82,62.2,17.98,0.0,0.9,0.1,-0.281
Always,Always,Always,Never,Never,3.969934008633501,0.2853,0.0137,0.1302,0.0149,0.0,50.18,49.82,0.0,0.8,0.2,-0.5758
Always,Always,Always,Rarely,Never,3.7080038716971813,0.3366,0.017,0.1871,0.0162,11.07,53.05,35.88,0.0,0.73,0.27,-0.7782
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.1598285211222383,0.2754,0.0143,0.1474,0.0109,16.18,69.28,14.54,0.0,0.88,0.12,-0.3531
Always,Always,Often,Rarely,Sometimes,3.368133177505685,0.2444,0.0243,0.1477,0.0198,17.95,41.28,40.77,0.0,0.97,0.03,-0.0861
Often,Sometimes,Sometimes,Sometimes,Sometimes,2.0838319090881687,0.2036,0.0118,0.1255,0.0146,13.64,54.76,31.6,0.0,0.96,0.04,-0.1131
Often,Often,Sometimes,Rarely,Sometimes,2.494342752011039,0.3001,0.0211,0.1697,0.018,0.0,76.35,23.65,0.0,0.65,0.35,-1.0
Never,Never,Never,Always,Often,0.35649772846406647,0.3215,0.0227,0.1842,0.014,31.57,68.43,0.0,0.3,0.7,0.0,0.8513
Always,Often,Often,Rarely,Rarely,3.0210816819872317,0.3127,0.0137,0.169,0.0135,0.0,48.08,51.92,0.0,0.93,0.07,-0.1869
Rarely,Never,Rarely,Often,Always,0.5108539345409393,0.3129,0.0127,0.0942,0.013,33.45,45.04,21.51,0.05,0.95,0.0,0.156
Often,Often,Sometimes,Never,Sometimes,3.3042705210101135,0.3051,0.0217,0.1422,0.0196,3.0,56.42,40.58,0.0,0.75,0.25,-0.7262
Sometimes,Often,Sometimes,Rarely,Never,3.1281123506815436,0.2927,0.0116,0.0916,0.0189,8.76,44.04,47.2,0.04,0.96,0.0,0.1217
Sometimes,Often,Often,Rarely,Sometimes,2.8349787909719057,0.2893,0.0199,0.1564,0.0179,0.0,73.42,26.58,0.01,0.99,0.0,0.0226
Never,Never,Never,Always,Always,0.14464152209904846,0.2998,0.0153,0.1404,0.0127,22.22,58.66,19.12,0.35,0.65,0.0,1.0
Rarely,Rarely,Rarely,Often,Often,1.2125134237813144,0.3901,0.0183,0.1251,0.0101,19.32,64.8,15.87,0.1,0.9,0.0,0.2744
Rarely,Rarely,Never,Often,Often,1.0524502796433715,0.2217,0.0271,0.1448,0.0122,0.73,76.74,22.53,0.0,0.96,0.04,-0.1144
Often,Sometimes,Never,Often,Sometimes,1.4405456298860764,0.312,0.0231,0.1403,0.0176,0.0,81.9,18.1,0.03,0.97,0.0,0.0739
Never,Rarely,Rarely,Often,Always,0.35057098705535417,0.3588,0.0241,0.0701,0.0136,55.78,44.22,0.0,0.13,0.87,0.0,0.3845
Often,Often,Always,Rarely,Rarely,3.747831292124251,0.281,0.0238,0.147,0.0176,0.0,29.7,70.3,0.0,0.9,0.1,-0.2851
Often,Sometimes,Often,Sometimes,Sometimes,2.215208962849505,0.3357,0.0119,0.1459,0.0174,0.0,73.56,26.44,0.0,0.89,0.11,-0.3146
Rarely,Rarely,Rarely,Often,Sometimes,1.2220972426320942,0.2775,0.0287,0.1421,0.0194,10.56,56.73,32.72,0.25,0.75,0.0,0.7204
Rarely,Often,Sometimes,Sometimes,Often,1.5879260682971337,0.3107,0.012,0.0947,0.0146,9.14,57.08,33.78,0.0,0.98,0.02,-0.064
Rarely,Sometimes,Sometimes,Rarely,Sometimes,1.7888101620193426,0.2767,0.0101,0.1725,0.0135,63.31,19.36,17.33,0.0,0.79,0.21,-0.5991
Sometimes,Sometimes,Often,Often,Sometimes,2.402377333442469,0.2785,0.0208,0.1517,0.0187,19.69,46.91,33.41,0.0,0.72,0.28,-0.7943
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.062717710785991,0.3361,0.0254,0.0886,0.0133,0.0,48.71,51.29,0.0,0.87,0.13,-0.3699
Always,Often,Often,Never,Rarely,3.6775678928576694,0.358,0.0194,0.0998,0.0117,23.03,40.93,36.04,0.0,0.8,0.2,-0.5785
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,1.987853931623321,0.3226,0.0149,0.1719,0.0172,19.8,48.3,31.9,0.11,0.89,0.0,0.3084
Always,Always,Always,Never,Never,3.9686320592932507,0.3049,0.0216,0.0935,0.0132,27.45,16.24,56.32,0.0,0.81,0.19,-0.5474
Often,Often,Often,Never,Never,3.405699830980383,0.2969,0.0197,0.122,0.0136,10.62,23.35,66.03,0.0,0.77,0.23,-0.6492
Rarely,Rarely,Sometimes,Often,Sometimes,0.8340420574293432,0.3181,0.0271,0.1267,0.0173,46.78,17.32,35.9,0.3,0.7,0.0,0.8586
Always,Often,Always,Never,Never,3.722380858575665,0.3451,0.0252,0.1731,0.0131,0.0,34.35,65.65,0.0,0.7,0.3,-0.8553
Never,Sometimes,Never,Often,Often,0.46546559154190437,0.3481,0.0129,0.081,0.0182,16.72,74.25,9.02,0.02,0.98,0.0,0.0667
Always,Often,Always,Rarely,Rarely,3.2697988339647663,0.3339,0.0124,0.094,0.011,19.65,59.42,20.92,0.0,0.65,0.35,-1.0
Often,Sometimes,Often,Sometimes,Often,1.5224931739063203,0.3297,0.0128,0.121,0.0187,14.33,79.18,6.49,0.1,0.9,0.0,0.2885
Often,Often,Always,Never,Rarely,3.511897281780278,0.2767,0.0171,0.116,0.0107,10.81,56.66,32.53,0.0,0.68,0.32,-0.9058
Always,Often,Always,Rarely,Rarely,3.4722267604298014,0.4194,0.0154,0.1861,0.0155,18.24,56.74,25.03,0.0,0.65,0.35,-1.0
Always,Sometimes,Always,Rarely,Rarely,3.2237016004704846,0.2659,0.0156,0.0677,0.0187,25.05,15.96,59.0,0.0,0.77,0.23,-0.6607
Often,Always,Often,Sometimes,Rarely,3.1601217452282455,0.2974,0.0137,0.1071,0.0191,1.7,47.46,50.84,0.0,0.65,0.35,-1.0
Sometimes,Rarely,Rarely,Sometimes,Often,1.2187165563921631,0.3103,0.0201,0.1747,0.0107,10.13,82.73,7.14,0.1,0.9,0.0,0.2952
Never,Rarely,Rarely,Often,Always,0.3236771322050087,0.2917,0.0204,0.1275,0.0197,42.8,57.2,0.0,0.12,0.88,0.0,0.352
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.6119207150606458,0.2574,0.0125,0.1233,0.0125,3.96,74.5,21.54,0.23,0.77,0.0,0.6517
Sometimes,Sometimes,Never,Often,Often,0.6940980599460347,0.3229,0.0235,0.1787,0.0172,34.28,53.72,12.0,0.29,0.71,0.0,0.8305
Often,Sometimes,Often,Sometimes,Rarely,2.779804355609847,0.3322,0.0196,0.1969,0.019,0.0,49.32,50.68,0.0,0.84,0.16,-0.4636
Often,Rarely,Rarely,Often,Often,1.3843989061511421,0.3551,0.0213,0.1361,0.0105,60.81,23.45,15.75,0.08,0.92,0.0,0.2218
Always,Always,Always,Never,Never,3.9024408034396596,0.2757,0.0233,0.1792,0.0149,19.97,32.33,47.7,0.0,0.65,0.35,-1.0
Often,Often,Often,Sometimes,Rarely,2.563888309381328,0.2851,0.0255,0.1107,0.014,22.58,43.13,34.29,0.02,0.98,0.0,0.0629
Often,Always,Always,Rarely,Rarely,3.289922254537444,0.3281,0.0122,0.1956,0.0107,14.29,54.8,30.91,0.0,0.89,0.11,-0.315
Rarely,Never,Rarely,Always,Always,0.5300986909673937,0.286,0.0125,0.0613,0.0151,37.06,50.99,11.95,0.23,0.77,0.0,0.6622
Often,Often,Always,Rarely,Never,3.4480579290904902,0.3631,0.028,0.1264,0.018,13.33,45.91,40.76,0.01,0.99,0.0,0.037
Always,Always,Always,Rarely,Never,3.6910287620535773,0.3604,0.0272,0.1682,0.0175,0.0,73.19,26.81,0.0,0.69,0.31,-0.8847
Often,Rarely,Sometimes,Rarely,Rarely,1.9482476752757436,0.2803,0.0104,0.1374,0.0135,31.32,57.61,11.08,0.0,0.89,0.11,-0.3017
Rarely,Often,Sometimes,Sometimes,Sometimes,2.4250117510039098,0.295,0.0143,0.1057,0.013,0.0,88.84,11.16,0.0,0.85,0.15,-0.4295
Often,Often,Often,Sometimes,Never,3.0592392036119818,0.2994,0.0118,0.1253,0.0126,1.7,69.83,28.47,0.0,0.84,0.16,-0.453
Never,Never,Rarely,Often,Often,0.6993545090416502,0.3104,0.0165,0.097,0.0113,30.03,69.97,0.0,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.0102643058537697,0.2936,0.0211,0.0999,0.0198,25.52,20.58,53.9,0.0,0.88,0.12,-0.3543
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.5946521110892524,0.2774,0.0281,0.1186,0.0154,6.07,82.31,11.62,0.22,0.78,0.0,0.615
Rarely,Never,Rarely,Often,Often,0.5854959686489964,0.2775,0.0255,0.1439,0.0126,37.07,29.76,33.17,0.35,0.65,0.0,0.99
Rarely,Sometimes,Rarely,Sometimes,Sometimes,1.4701376891661257,0.2792,0.023,0.0916,0.0134,17.28,52.35,30.37,0.33,0.67,0.0,0.9436
Never,Never,Never,Always,Often,0.27268923754197427,0.3305,0.0155,0.121,0.0192,39.95,60.05,0.0,0.33,0.67,0.0,0.9539
Never,Never,Never,Always,Always,0.10324762779794794,0.3422,0.0269,0.0968,0.0183,21.69,73.15,5.16,0.35,0.65,0.0,1.0
Rarely,Rarely,Never,Often,Always,0.540665156619291,0.2947,0.0112,0.1452,0.0108,50.08,35.23,14.69,0.04,0.96,0.0,0.1205
Always,Always,Always,Never,Rarely,3.8524604463566954,0.2728,0.0151,0.1329,0.02,0.0,35.55,64.45,0.0,0.69,0.31,-0.8901
Sometimes,Rarely,Sometimes,Rarely,Sometimes,2.198118143580068,0.2503,0.0131,0.1076,0.0161,0.0,66.44,33.56,0.06,0.94,0.0,0.1753
Often,Always,Often,Never,Rarely,3.86328864461288,0.2838,0.0293,0.0869,0.0122,0.0,60.54,39.46,0.02,0.98,0.0,0.0642
